episode,total_steps,epsilon,winner,moves,total_reward_player1,total_reward_player_minus1,loss_mean,buffer_size,replay_type,per_alpha,per_beta,priority_mean,priority_max,priority_std,td_error_mean,td_error_abs_mean,td_error_std
167,35719,0.05,-1,142,29.49,131.69,0.293902,35719,uniform,nan,nan,nan,nan,nan,0.245245,0.420991,4.947419
168,35823,0.05,-1,104,24.88,131.88,0.340432,35823,uniform,nan,nan,nan,nan,nan,0.309396,0.467022,5.470698
169,36123,0.05,,300,26.3,23.3,0.35439,36123,uniform,nan,nan,nan,nan,nan,0.295898,0.495787,5.484247
170,36216,0.05,1,93,131.93,24.34,0.270702,36216,uniform,nan,nan,nan,nan,nan,0.215309,0.417924,4.796118
171,36415,0.05,1,199,131.4,28.81,0.347373,36415,uniform,nan,nan,nan,nan,nan,0.286617,0.48937,5.412431
172,36566,0.05,1,151,131.64,26.25,0.279776,36566,uniform,nan,nan,nan,nan,nan,0.227281,0.415269,4.793154
173,36866,0.05,,300,25.5,25.5,0.328043,36866,uniform,nan,nan,nan,nan,nan,0.274345,0.460202,5.264752
174,37115,0.05,1,249,131.15,26.56,0.328119,37115,uniform,nan,nan,nan,nan,nan,0.272336,0.474363,5.188213
175,37221,0.05,-1,106,29.47,131.87,0.409535,37221,uniform,nan,nan,nan,nan,nan,0.362773,0.558266,5.893383
176,37334,0.05,1,113,131.83,24.44,0.419814,37334,uniform,nan,nan,nan,nan,nan,0.35694,0.567779,5.935517
177,37514,0.05,-1,180,28.7,131.5,0.358656,37514,uniform,nan,nan,nan,nan,nan,0.300202,0.501214,5.449783
178,37635,0.05,1,121,131.79,26.8,0.444228,37635,uniform,nan,nan,nan,nan,nan,0.381961,0.581867,6.143282
179,37872,0.05,1,237,131.21,26.22,0.27248,37872,uniform,nan,nan,nan,nan,nan,0.210707,0.405749,4.663639
180,37979,0.05,1,107,131.86,24.67,0.375859,37979,uniform,nan,nan,nan,nan,nan,0.323091,0.505926,5.605355
181,38099,0.05,-1,120,28.8,131.8,0.293028,38099,uniform,nan,nan,nan,nan,nan,0.198313,0.458923,4.672684
182,38192,0.05,1,93,131.93,27.34,0.314401,38192,uniform,nan,nan,nan,nan,nan,0.241617,0.473924,4.96345
183,38321,0.05,1,129,131.75,27.36,0.31794,38321,uniform,nan,nan,nan,nan,nan,0.239236,0.471644,4.94824
184,38490,0.05,1,169,131.55,26.96,0.402029,38490,uniform,nan,nan,nan,nan,nan,0.324814,0.546428,5.745606
185,38685,0.05,1,195,131.42,29.23,0.312143,38685,uniform,nan,nan,nan,nan,nan,0.231316,0.453443,4.939169
186,38927,0.05,-1,242,23.99,131.19,0.351891,38927,uniform,nan,nan,nan,nan,nan,0.284538,0.4876,5.377204
187,39020,0.05,1,93,131.93,23.54,0.363016,39020,uniform,nan,nan,nan,nan,nan,0.290267,0.515116,5.292344
188,39144,0.05,-1,124,29.58,131.78,0.348437,39144,uniform,nan,nan,nan,nan,nan,0.243158,0.517557,5.0429
189,39292,0.05,-1,148,29.46,131.66,0.362761,39292,uniform,nan,nan,nan,nan,nan,0.271994,0.520733,5.260419
190,39450,0.05,-1,158,27.01,131.61,0.368233,39450,uniform,nan,nan,nan,nan,nan,0.278731,0.521853,5.271712
191,39700,0.05,-1,250,28.15,131.15,0.369482,39700,uniform,nan,nan,nan,nan,nan,0.274581,0.516195,5.233637
192,39853,0.05,1,153,131.63,29.44,0.281495,39853,uniform,nan,nan,nan,nan,nan,0.187991,0.427995,4.462223
193,40070,0.05,1,217,131.31,28.52,0.33906,40070,uniform,nan,nan,nan,nan,nan,0.232276,0.49563,4.9824
194,40205,0.05,1,135,131.72,27.33,0.409669,40205,uniform,nan,nan,nan,nan,nan,0.27874,0.578988,5.509465
195,40441,0.05,-1,236,26.02,131.22,0.362606,40441,uniform,nan,nan,nan,nan,nan,0.228544,0.524023,5.041564
196,40589,0.05,-1,148,27.26,131.66,0.338068,40589,uniform,nan,nan,nan,nan,nan,0.250221,0.491606,4.947786
197,40829,0.05,-1,240,26.8,131.2,0.378766,40829,uniform,nan,nan,nan,nan,nan,0.276698,0.530355,5.279851
198,40944,0.05,1,115,131.82,29.63,0.35751,40944,uniform,nan,nan,nan,nan,nan,0.225168,0.504111,5.007912
199,41069,0.05,1,125,131.77,23.78,0.500345,41069,uniform,nan,nan,nan,nan,nan,0.385639,0.672703,6.075833
200,41369,0.05,,300,23.1,25.5,0.361205,41369,uniform,nan,nan,nan,nan,nan,0.209297,0.5351,4.817334
201,41486,0.05,1,117,131.81,27.42,0.277392,41486,uniform,nan,nan,nan,nan,nan,0.095623,0.442642,3.888507
202,41706,0.05,-1,220,28.1,131.3,0.445422,41706,uniform,nan,nan,nan,nan,nan,0.309531,0.606782,5.63484
203,42006,0.05,,300,25.3,28.7,0.391739,42006,uniform,nan,nan,nan,nan,nan,0.2278,0.552011,5.01842
204,42151,0.05,1,145,131.67,25.88,0.361084,42151,uniform,nan,nan,nan,nan,nan,0.173793,0.550142,4.550092
205,42256,0.05,1,105,131.87,24.48,0.343787,42256,uniform,nan,nan,nan,nan,nan,0.105495,0.523173,4.293852
206,42349,0.05,1,93,131.93,20.74,0.423039,42349,uniform,nan,nan,nan,nan,nan,0.248672,0.601158,5.338338
207,42649,0.05,,300,20.9,26.3,0.365469,42649,uniform,nan,nan,nan,nan,nan,0.202082,0.534881,4.819125
208,42949,0.05,,300,25.7,26.5,0.377311,42949,uniform,nan,nan,nan,nan,nan,0.185699,0.543047,4.721175
209,43060,0.05,1,111,131.84,24.85,0.350934,43060,uniform,nan,nan,nan,nan,nan,0.15653,0.537643,4.418476
210,43224,0.05,-1,164,28.58,131.58,0.462704,43224,uniform,nan,nan,nan,nan,nan,0.236791,0.65238,5.239096
211,43524,0.05,,300,21.1,26.5,0.391946,43524,uniform,nan,nan,nan,nan,nan,0.146341,0.573648,4.539476
212,43824,0.05,,300,23.3,28.1,0.322984,43824,uniform,nan,nan,nan,nan,nan,0.110711,0.494939,4.097574
213,44124,0.05,,300,24.3,26.5,0.40355,44124,uniform,nan,nan,nan,nan,nan,0.167854,0.585584,4.723301
